comment,source,cleaned_comment,final_label
"Vị trí ks thuận lợi xe đưa đón.
view đẹp.
phòng tuy nhỏ nhưng gọn gàng, sạch sẽ.
Giá phòng hợp lý.",agoda,"vị_trí khách_sạn thuận_lợi xe đưa_đón . view đẹp . phòng tuy nhỏ nhưng gọn_gàng , sạch_sẽ . giá phòng hợp_lý .",positive
"KS có vị trí thuận tiện đậu xe, đi lại và nhiều quán ăn xung quanh.
Phòng ốc tuy không rộng rãi nhưng gọn gàng, sạch sẽ.",agoda,"khách_sạn có vị_trí thuận_tiện đậu xe , đi_lại và nhiều quán ăn xung_quanh . phòng_ốc tuy không rộng_rãi nhưng gọn_gàng , sạch_sẽ .",positive
Mình có ở trong ngày thuê theo tiếng nên thấy giá cả cũng khá ok. Vì check out ksan khác sớm mà chuyến bay mình là đêm nên thấy phù hợp khi có dịch vụ ở trong ngày như tnay 💯,agoda,mình có ở trong ngày thuê theo tiếng nên thấy giá_cả cũng khá ok . vì check out ksan khác sớm mà chuyến bay mình là đêm nên thấy phù_hợp khi có dịch_vụ ở trong ngày như tnay,positive
"- Khách sạn nhỏ gần biển đi bộ 3-5p là tới. Hồ bơi ngoài trời nhỏ và có phòng tắm tráng rất tiện lợi, sạch sẽ. Phòng ốc thiết kế tiện nghi hiện đại, sạch sẽ. 
- Nhân viên nhiệt tình và dễ mến. 
- Khách sạn gần các phố có nhiều hàng quán ngon rộng như : Làng Chài, Mỹ Hạnh, Mộc quán, ẩm thực xèo...Nhà mình đều rất hài lòng về đồ ăn và giá cả phù hợp khu du lịch ko chặt chém quá. 
Điểm cải thiện: Điều hòa hơi mùi ẩm mốc nên cần bảo dưỡng thường xuyên để đảm bảo sức khỏe. Do phòng ko có ban công và cửa sổ chớp bé nên cần dùng điều hòa thường xuyên",agoda,"- khách_sạn nhỏ gần biển đi bộ 3 - 5p là tới . hồ bơi ngoài_trời nhỏ và có phòng tắm tráng rất tiện_lợi , sạch_sẽ . phòng_ốc thiết_kế tiện_nghi hiện_đại , sạch_sẽ . - nhân_viên nhiệt_tình và dễ mến . - khách_sạn gần các phố có nhiều hàng_quán ngon rộng như làng chài , mỹ hạnh , mộc quán , ẩm_thực xèo ... nhà mình đều rất hài_lòng về đồ ăn và giá_cả phù_hợp khu du_lịch không chặt chém quá . điểm cải_thiện điều hòa hơi mùi ẩm_mốc nên cần bảo_dưỡng thường",positive
"Khach san co phong view dep, sach se, co the ngam cau rong tu phong, tien nghi va rat gan cac tien ich vui choi o phia duoi.",agoda,"khach san co phong view dep , sach se , co the ngam cau rong tu phong , tien nghi va rat gan cac tien ich vui choi o phia duoi .",positive
"Địa điểm: 10/10
Sạch sẽ: 10/10
Thoải mái và tiện nghi: 10/10
Bữa sáng: 8/10",agoda,địa_điểm 10 / 10 sạch_sẽ 10 / 10 thoải_mái và tiện_nghi 10 / 10 bữa sáng 8 / 10,positive
"Địa điểm thuận lợi, dễ tìm và thuận tiện để di chuyển sang các vị trị khác như bờ biển - trung tâm thành phố, Hội An, view rất thoáng và thoải mái, thiết kế đẹp. Giá rẻ nhưng đầy đủ tiện nghi nhân viên hổ trợ nhiệt tình sẽ quay lại nếu có dịp",agoda,"địa_điểm thuận_lợi , dễ tìm và thuận_tiện để di_chuyển sang các vị trị khác như bờ biển - trung_tâm thành_phố , hội an , view rất thoáng và thoải_mái , thiết_kế đẹp . giá rẻ nhưng đầy_đủ tiện_nghi nhân_viên hổ trợ nhiệt_tình sẽ quay lại nếu có dịp",positive
"Khách sạn sạch sẻ, giá cả rất ổn . nhân viên lễ tân Dung , An , Toàn rất nhiệt tình và giúp đỡ chúng tôi rất nhiều trong thời gian lưu trú",agoda,"khách_sạn sạch sẻ , giá_cả rất ổn . nhân_viên lễ_tân dung , an , toàn rất nhiệt_tình và giúp_đỡ chúng_tôi rất nhiều trong thời_gian lưu_trú",positive
"Thân thiệt, nhiệt tình và ấm cúng là 3 cụm từ mà tôi muốn dành cho KS Hải Triều. Thật sự là từ nhân viên, cách phục vụ và mọi thứ rất là chỉnh chu, cẩn thận. Với lịch trình công tác dày đặc, phải đến ĐN từ sáng sớm nhưng KS vẫn hỗ trợ tôi trong việc giữ đồ, phòng thay đồ để chuẩn bị. 

Về cơ sở vật chất nơi đây thì thôi không phải chê vì rất sạch sẽ, mới, phòng không bị mùi hôi và cách âm khá tốt. Đồng thời, dọn dẹp mỗi ngày nên khiến tôi cảm thấy như đang ở nhà trong 1 tuần qua. 

Tôi nghĩ đây sẽ là lựa chọn tiếp theo khi tôi đi công tác và nếu các bạn đang cân nhắc thì hãy chọn thử KS Hải Triều nhé!",agoda,"thân thiệt , nhiệt_tình và ấm_cúng là 3 cụm từ mà tôi muốn dành cho khách_sạn hải triều . thật_sự là từ nhân_viên , cách phục_vụ và mọi thứ rất là chỉnh chu , cẩn_thận . với lịch_trình công_tác dày_đặc , phải đến đn từ sáng sớm nhưng khách_sạn vẫn hỗ_trợ tôi trong việc giữ đồ , phòng thay_đồ để chuẩn_bị . về cơ_sở vật_chất nơi đây thì thôi không phải chê vì rất sạch_sẽ , mới , phòng không bị mùi hôi và cách_âm khá tốt . đồng_thời , dọn_dẹp mỗi",positive
Rất thích khách sạn và nhân viên lễ tân ở đây. Phòng sạch sẽ và lễ tân thân thiện,agoda,rất thích khách_sạn và nhân_viên lễ_tân ở đây . phòng sạch_sẽ và lễ_tân thân_thiện,positive
Nhân viên lễ tân thân thiện và hữu ích. Phòng sạch sẽ tiện nghi,agoda,nhân_viên lễ_tân thân_thiện và hữu_ích . phòng sạch_sẽ tiện_nghi,positive
Khách sạn sạch sẽ và thuận tiện. Nhân viên lễ tân thân thiện,agoda,khách_sạn sạch_sẽ và thuận_tiện . nhân_viên lễ_tân thân_thiện,positive
Nhân viên lễ tân cực thân thiện. Khách sạn sạch sẽ và tiện nghi,agoda,nhân_viên lễ_tân cực thân_thiện . khách_sạn sạch_sẽ và tiện_nghi,positive
"Phòng rộng rãi, sạch sẽ. Nhân viên lễ tân thân thiện",agoda,"phòng rộng_rãi , sạch_sẽ . nhân_viên lễ_tân thân_thiện",positive
"Phòng sạch sẽ, view đẹp, nhân viên thân thiện",agoda,"phòng sạch_sẽ , view đẹp , nhân_viên thân_thiện",positive
"Nhân viên lễ tân thân thiện, phòng sạch sẽ",agoda,"nhân_viên lễ_tân thân_thiện , phòng sạch_sẽ",positive
"Phòng mình book 270k 30m2 nhưng khi nhận phòng thì phòng tầm 15m2, mình khiếu nại và nhân viên hỗ trợ đổi phòng cho mình sang phòng rộng hơn.   Trong phòng ko có máy sấy, cần thì xuống mượn ở lễ tân nhé mn, ko có sdt liên hệ lễ tân trong phòng luôn, mọi khi mình đi là nước suối miễn phí sanw nhưng ở đây uóng thì mua dưới lễ tân nha, mình ko thích đắp chăn mõng, remode điều hoà hết pin.",agoda,"phòng mình book 270k 30m2 nhưng khi nhận phòng thì phòng tầm 15m2 , mình khiếu_nại và nhân_viên hỗ_trợ đổi phòng cho mình sang phòng rộng hơn . trong phòng không có máy_sấy , cần thì xuống mượn ở lễ_tân nhé mn , không có sdt liên_hệ lễ_tân trong phòng luôn , mọi khi mình đi là nước suối miễn_phí sanw nhưng ở đây uóng thì mua dưới lễ_tân nha , mình không thích đắp chăn mõng , remode điều_hoà hết pin .",positive
"Lễ tân chiều và tối thân thiện , hỗ trợ nhiệt tình , sẽ quay lại nhiều hơn . Tuy nhiên lễ tân buổi sáng ko đc vui vẻ cho lắm . 9 điểm",agoda,"lễ_tân chiều và tối thân_thiện , hỗ_trợ nhiệt_tình , sẽ quay lại nhiều hơn . tuy_nhiên lễ_tân buổi sáng không được vui_vẻ cho lắm . 9 điểm",positive
"Phòng cũ, có mùi ẩm mốc, không đủ tiện nghi trong phòng. Giá cao so với phục vụ vốn có.",agoda,"phòng cũ , có mùi ẩm_mốc , không đủ tiện_nghi trong phòng . giá cao so với phục_vụ vốn có .",negative
This is a Scam hotel.  They took my booking and when I arrived said it was a mistake by Agoda and had no rooms . But on looking on Agoda they had rooms but at double the price.,agoda,this is a scam hotel . they took my booking and when i arrived said it was a mistake by agoda and had no rooms . but on looking on agoda they had rooms but at double the price .,positive
Nhắn tin ksan ko trả lời,agoda,nhắn_tin ksan không trả_lời,negative
"Vợ chồng mình bị delay máy bay check in muộn phải gần 1 h sáng nhưng bác nhân viên rất nhiệt tình làm mình rất hài lòng. 
Khách sạn thiết kế siêu đẹp, phòng rộng rãi tiện nghi mình rất thích. 
Bữa sáng hơi đơn giản k có nhìu lựa chọn lắm nhưng k sao mình k để ý. 
Ks gần bãi biển Mỹ Khê đi bộ 1 đoạn r sang đường là ra biển. 
Recommend mọi người trải nghiệm",agoda,"vợ_chồng mình bị delay máy_bay check in muộn phải gần 1 h sáng nhưng bác nhân_viên rất nhiệt_tình làm mình rất hài_lòng . khách_sạn thiết_kế siêu đẹp , phòng rộng_rãi tiện_nghi mình rất thích . bữa sáng hơi đơn_giản không có nhìu lựa_chọn lắm nhưng không sao mình không để_ý . khách_sạn gần bãi biển mỹ khê đi bộ 1 đoạn r sang đường là ra biển . recommend mọi người trải nghiệm",positive
"Bảo vệ cũng thân thiện nhưng cần lưu ý hỗ trợ thêm khi khách xách đồ nặng. tôi đến thì bảo vệ có hỗ trợ xách đồ vào nhưng khi tôi ở đó vài ngày thì không hỗ trợ mở cửa khi tôi xách đồ nặng hai tay xách đồ phải tự mở cửa. Địa điểm ok tiện đi lại mọi nơi, lễ tân thân thiện nhiệt tình. nếu được thì cần bổ sung sào phơi đồ chỗ trục gần thang máy để hỗ trợ khách đi công tác ở lâu có chỗ phơi đồ. phòng ốc ok nhưng cần vệ sinh kỹ góc khuất còn hơi bụi",agoda,"bảo_vệ cũng thân_thiện nhưng cần lưu_ý hỗ_trợ thêm khi khách xách_đồ nặng . tôi đến thì bảo_vệ có hỗ_trợ xách_đồ vào nhưng khi tôi ở đó vài ngày thì không hỗ_trợ mở_cửa khi tôi xách_đồ nặng hai tay xách_đồ phải tự mở_cửa . địa_điểm tốt tiện đi_lại mọi nơi , lễ_tân thân_thiện nhiệt_tình . nếu được thì cần bổ_sung sào phơi đồ chỗ trục gần thang_máy để hỗ_trợ khách đi công_tác ở lâu có chỗ phơi đồ . phòng_ốc tốt nhưng cần",positive
"Khách sạn này có vị trí tuyệt vời, gần biển và các điểm du lịch chính. Phòng tắm sạch sẽ, có nước nóng và quang cảnh tuyệt vời. Nhân viên thân thiện và dễ dàng đi bộ đến các điểm tham quan. Cơ sở vật chất tốt, đáng giá tiền.",agoda,"khách_sạn này có vị_trí tuyệt_vời , gần biển và các điểm du_lịch chính . phòng tắm sạch_sẽ , có nước nóng và quang_cảnh tuyệt_vời . nhân_viên thân_thiện và dễ_dàng đi bộ đến các điểm tham_quan . cơ_sở vật_chất tốt , đáng_giá tiền .",positive
"Nếu nhu cầu chỉ là tìm một chỗ nghỉ qua đêm thì khách sạn này tương đối ổn với giá rẻ, phòng tương đối sạch sẽ.",agoda,"nếu nhu_cầu chỉ là tìm một chỗ nghỉ qua đêm thì khách_sạn này tương_đối ổn với giá rẻ , phòng tương_đối sạch_sẽ .",positive
"Vị trí gần ga Đà Nẵng, nhân viên nhiệt tình, phòng sạch sẽ, đầy đủ tiện nghi",agoda,"vị_trí gần ga đà_nẵng , nhân_viên nhiệt_tình , phòng sạch_sẽ , đầy_đủ tiện_nghi",positive
"Khách sạn sạch sẽ, nhân viên lễ tân lịch sự, nhiệt tình lắm. Phòng tuy nhiên vẫn còn hơi bé, nhưng chỉ để nghỉ ngơi sau khi đi chơi về thì như vậy là ok rồi",agoda,"khách_sạn sạch_sẽ , nhân_viên lễ_tân lịch_sự , nhiệt_tình lắm . phòng tuy_nhiên vẫn còn hơi bé , nhưng chỉ để nghỉ_ngơi sau khi đi chơi về thì như_vậy là tốt rồi",positive
"Trước hết nói về giá phòng thì giá đó rẻ cho 1 đêm ở ĐN so với mặt bằng chung. Vị trí khách sạn dễ tìm, gần biển, gần cầu sông Hàn. Nhân viên lễ tân nhẹ nhàng, chu đáo; sảnh chờ tiện nghi. Phòng mình ở 2 người, nói chung là xịn sò, ổn áp, tuy nhiên có 3 vấn đề: cái móc treo áo quần trong tủ bị làm ngược nên không thể treo móc lên được; tủ lớn có bụi nhiều ở ngăn trên; trong phòng tắm sẽ có buồng tắm nhưng buồng tắm đó mất cánh cửa ở giữa. Các vấn đề đó không nghiêm trọng gì, nhưng hi vọng khách sạn sẽ khắc phục nhé. Sẽ quay lại lần sau và sẽ giới thiệu cho bạn bè.",agoda,"trước_hết nói về giá phòng thì giá đó rẻ cho 1 đêm ở đn so với mặt_bằng chung . vị_trí khách_sạn dễ tìm , gần biển , gần cầu sông hàn . nhân_viên lễ_tân nhẹ_nhàng , chu_đáo sảnh chờ tiện_nghi . phòng mình ở 2 người , nói_chung là xịn sò , ổn_áp , tuy_nhiên có 3 vấn_đề cái móc treo áo_quần trong tủ bị làm ngược nên không_thể treo móc lên được tủ lớn có bụi nhiều ở ngăn trên trong phòng tắm sẽ có buồng tắm nhưng buồng tắm đó mất cánh",positive
"Sạch sẽ, giường êm, gần biển, gần vinmart, gần hiệu thuốc, ks cho thuê xe máy luôn, tiện mà rẻ quá trời luôn",agoda,"sạch_sẽ , giường êm , gần biển , gần vinmart , gần hiệu thuốc , khách_sạn cho thuê xe_máy luôn , tiện mà rẻ quá trời luôn",positive
"Phòng ổn, giường đơn nhưng rộng rãi thoải mái, giá cả phù hợp, địa điểm thuận tiện, nhân viên thân thiện, gần biển (góp ý : phòng wc nên có thêm chốt cửa , nước nóng thì chỉ có sáng chiều : tối lạnh lắm )",agoda,"phòng ổn , giường đơn nhưng rộng_rãi thoải_mái , giá_cả phù_hợp , địa_điểm thuận_tiện , nhân_viên thân_thiện , gần biển góp_ý phòng wc nên có thêm chốt cửa , nước nóng thì chỉ có sáng chiều_tối lạnh lắm",positive
"Khách sạn ở địa điểm tốt, sạch sẽ, tiện nghi phù hợp gia đình",agoda,"khách_sạn ở địa_điểm tốt , sạch_sẽ , tiện_nghi phù_hợp gia_đình",positive
"Khách sạn cũ kỹ nhưng bố trí cách sắp đặt , vệ sinh chung riêng và cách điều hành tốt. Vị trí tuyệt vời, giá giặt quần áo siêu rẻ. Nói chung 10 điểm",agoda,"khách_sạn cũ_kỹ nhưng bố_trí cách sắp_đặt , vệ_sinh chung riêng và cách điều_hành tốt . vị_trí tuyệt_vời , giá giặt quần_áo siêu rẻ . nói_chung 10 điểm",positive
"Hơi đông khách nên phải chờ đúng 14h mới cho checkin. Trang bị cơ bản, cách âm tạm, phòng tắm rộng thích, wifi ok,",agoda,"hơi đông khách nên phải chờ đúng 14h mới cho checkin . trang_bị cơ_bản , cách_âm tạm , phòng tắm rộng thích , wifi ok ,",positive
"Vị trí ks quá tốt, từ nhân viên đến phòng óc đều ổn. Trừ một số thiết bị điện trong phòng không hoạt động và điều hoà khá ồn nhưng mình có thể chấp nhận được",agoda,"vị_trí khách_sạn quá tốt , từ nhân_viên đến phòng óc đều ổn . trừ một_số thiết_bị điện trong phòng không hoạt_động và điều_hoà khá ồn nhưng mình có_thể chấp_nhận được",positive
"Ks ngay trung tâm, ngay bờ sông, mát mẻ, kế bên có winmart tiện lợi, gần đó bán nhiều đồ ăn tầm 20k/phần",agoda,"khách_sạn ngay trung_tâm , ngay bờ sông , mát_mẻ , kế bên có winmart tiện_lợi , gần đó bán nhiều đồ ăn tầm 20k / phần",positive
"vị trí nằm bên bờ sông Hàn cách cầu sông Hàn khá gần, ra biển cũng tiện. 
phòng hơi nhỏ và phù hợp với giá tiền. nhân viên thân thiện hỗ trợ nhiệt tình. 
phòng nhỏ đồ hơi cũ.",agoda,"vị_trí nằm bên bờ sông hàn cách cầu sông hàn khá gần , ra biển cũng tiện . phòng hơi nhỏ và phù_hợp với giá tiền . nhân_viên thân_thiện hỗ_trợ nhiệt_tình . phòng nhỏ đồ hơi cũ .",positive
"Phòng giá rẻ nên phù hợp với chất lượng của phòng. Phòng chưa được sạch sẽ lắm, nhưng cũng k bẩn nên ở tốt. Nhân viên thân thiện, dễ thương.",agoda,"phòng giá rẻ nên phù_hợp với chất_lượng của phòng . phòng chưa được sạch_sẽ lắm , nhưng cũng không bẩn nên ở tốt . nhân_viên thân_thiện , dễ_thương .",positive
"Ngay gần trường học nên hơi ầm lúc các cháu tan học và ra chơi 😅  Thuận tiện di chuyển, sạch sẽ, nhân viên ổn, không có vđ gì",agoda,"ngay gần trường_học nên hơi ầm lúc các cháu tan học và ra chơi thuận_tiện di_chuyển , sạch_sẽ , nhân_viên ổn , không có vđ gì",positive
"Khách sạn ngay trung tâm view cực đẹp, phòng rộng thoáng, sạch sẽ. Chỉ có nhà vệ sinh cứ bị chảy rò nước róc rách. Nhưng cũng rất ổn, giá rẻ và thuận tiện đi lại, ăn uống. Nếu quay trở lại Đà Nẵng mình vẫn chọn khách sạn này.",agoda,"khách_sạn ngay trung_tâm view cực đẹp , phòng rộng thoáng , sạch_sẽ . chỉ có nhà vệ_sinh cứ bị chảy rò nước róc_rách . nhưng cũng rất ổn , giá rẻ và thuận_tiện đi_lại , ăn_uống . nếu quay trở_lại đà_nẵng mình vẫn chọn khách_sạn này .",positive
"Trải nghiệm của tôi tại đây thực sự rất thất vọng.

Tôi đã đặt phòng trên Agoda với loại phòng có view sông Hàn. Tuy nhiên, khi đến nhận phòng, khách sạn sắp xếp cho tôi một phòng khác có tiêu chuẩn thấp hơn so với loại phòng tôi đã thanh toán. Phía khách sạn cho biết Agoda không thông báo đúng thông tin đặt phòng của tôi, dẫn đến việc sắp xếp sai loại phòng.

Tôi đã liên hệ Agoda để yêu cầu giải quyết vì đây là lỗi hệ thống và không phải lỗi của tôi. Tuy nhiên, Agoda không thừa nhận sai sót và từ chối bồi thường thỏa đáng.

Tôi đã bay một chuyến dài từ Nhật Bản về Đà Nẵng và chỉ có 2 đêm để trải nghiệm tại đây. Đêm đầu tiên, khoảnh khắc tôi mong chờ được ngắm view sông Hàn như quảng cáo trên ứng dụng đã hoàn toàn bị phá hỏng vì sự nhầm lẫn này.

Với cách xử lý thiếu trách nhiệm như vậy, tôi buộc phải đánh giá 1 sao để những khách hàng khác có thể cân nhắc kỹ trước khi đặt phòng, tránh gặp phải trải nghiệm tương tự như tôi.
My experience was extremely disappointing.

I booked a river-view room through Agoda and paid accordingly. However, upon arrival, I was assigned a lower-category room than what I had reserved. The hotel informed me that Agoda failed to properly notify them of my booking details, which resulted in the incorrect room arrangement.

I contacted Agoda to request a resolution, as this was clearly a system error beyond my control. Unfortunately, Agoda refused to acknowledge responsibility and declined to provide fair compensation.

I flew a long distance from Japan to Da Nang and only had two nights to enjoy my stay. The first night, which I had been looking forward to enjoying the Han River view as advertised on the app, was completely ruined due to this mistake.

Given the lack of accountability and proper resolution, I have no choice but to leave a 1-star review so that other travelers can carefully consider before booking and avoid a similar experience.

Agodaに騙された！
最悪",agoda,"trải nghiệm của tôi tại đây thực_sự rất thất_vọng . tôi đã đặt phòng trên agoda với loại phòng có view sông hàn . tuy_nhiên , khi đến nhận phòng , khách_sạn sắp_xếp cho tôi một phòng khác có tiêu_chuẩn thấp hơn so với loại phòng tôi đã thanh_toán . phía khách_sạn cho biết agoda không thông_báo đúng thông_tin đặt phòng của tôi , dẫn đến việc sắp_xếp sai loại phòng . tôi đã liên_hệ agoda để yêu_cầu giải_quyết vì đây là lỗi hệ_thống và không phải lỗi của tôi . tuy_nhiên ,",negative
"Địa điểm thì tuyệt với. Nhưng chất lượng phòng không tốt:
- Phòng không có máy sấy tóc, k có khăn giấy để bàn. Sau khi yêu cầu có bổ sung máy sấy tóc
- Khăn tắm rất hôi, kiểu khăn để lâu ngày
- Nhà vệ sinh bẩn, tường nhà tắm còn mốc bẩn
- Cửa nhà vệ sinh không khít",agoda,"địa_điểm thì tuyệt với . nhưng chất_lượng phòng không tốt - phòng không có máy_sấy_tóc , không có khăn giấy để bàn . sau khi yêu_cầu có bổ_sung máy_sấy_tóc - khăn tắm rất hôi , kiểu khăn để lâu ngày - nhà vệ_sinh bẩn , tường nhà_tắm còn mốc bẩn - cửa nhà vệ_sinh không khít",negative
"Phòng đúng với hình ảnh giới thiệu. Sông có nước màu đỏ ngòm nên không đẹp lắm. He he... Nhân viên rất thân thiện, lịch sự. Điều hoà phải nói là quá tệ. Dù nhân viên đã lên xem xét và điều chỉnh lại rất nhanh chóng, thiện chí nhưng ks vẫn không đổi phòng cho tôi. Điều hoà đã để ở mức 16 độ mà hơn 30 phút vẫn nóng chảy mồ hôi. Chắc chắn không thể thư giãn được, tôi quyết định buổi tối đành phải về nhà. Điều hoà ở nhà lúc nào cũng 26 độ mà mát lạnh, sảng khoái. Bữa ăn sáng ở ks, tôi không có nhu cầu ăn uống nhiều nên thấy như vậy là ok.",agoda,"phòng đúng với hình_ảnh giới_thiệu . sông có nước_màu đỏ ngòm nên không đẹp lắm . he he ... nhân_viên rất thân_thiện , lịch_sự . điều_hoà phải nói là quá tệ . dù nhân_viên đã lên xem_xét và điều_chỉnh lại rất nhanh_chóng , thiện_chí nhưng khách_sạn vẫn không đổi phòng cho tôi . điều_hoà đã để ở mức 16 độ mà hơn 30 phút vẫn nóng_chảy mồ_hôi . chắc_chắn không_thể thư giãn được , tôi quyết_định buổi tối đành phải về nhà . điều_hoà ở nhà lúc_nào cũng 26 độ",negative
"Khách sạn đẹp, sạch sẽ, vị trí trung tâm Tp gần sân bay thuận tiện đi lại",agoda,"khách_sạn đẹp , sạch_sẽ , vị_trí trung_tâm tp gần sân_bay thuận_tiện đi_lại",positive
"Phòng của mình ở cuối dãy, về chất lượng bên trong phòng mình thấy khá hài lòng.
Cho đến khi đến đêm tầm hơn 23h30' thì nhóm khách Hàn Quốc (mình nghe rõ giọng họ nói chuyện cười đùa với nhau) ùa về phòng và nói chuyện tới gần 1h sáng hôm sau rồi họ lại ầm ầm kéo nhau đi ra ngoài.
Cảm giác tường giữa 2 phòng mà mỏng như là cùng ngồi trong 1 phòng. Khổ thân 2 em nhỏ nhà mình, xoay trở mãi không ngủ được!
Nên phòng ở đây chỉ thích hợp cho du lịch 1 mình hoặc đi công tác, không phù hợp cho gia đình có trẻ nhỏ!",agoda,"phòng của mình ở cuối dãy , về chất_lượng bên trong phòng mình thấy khá hài_lòng . cho đến khi đến đêm tầm hơn 23h30 thì nhóm khách hàn quốc mình nghe rõ giọng họ nói_chuyện cười đùa với nhau ùa về phòng và nói_chuyện tới gần 1h sáng hôm sau rồi họ lại ầm_ầm kéo nhau đi ra ngoài . cảm_giác tường giữa 2 phòng mà mỏng như là cùng ngồi trong 1 phòng . khổ_thân 2 em nhỏ nhà mình , xoay_trở_mãi không ngủ được ! nên phòng ở đây chỉ thích_hợp cho du",positive
"Vị trí đắc địa, tiện đi lại, ăn uống
phòng rộng, sạch sẽ
Giường êm ái, gối mềm, thoải mái
Bữa sáng ít món, vị hơi mặn.",agoda,"vị_trí đắc_địa , tiện đi_lại , ăn_uống phòng rộng , sạch_sẽ giường êm_ái , gối mềm , thoải_mái bữa sáng ít món , vị hơi mặn .",positive
"Khách sạn ở vị trí cơ bản thuận lợi, nếu có oto thì buổi sáng trời hơi nắng nên đậu sát đầu xe vào cửa trước KS để đỡ nắng, buổi chiều có bóng của KS nên che nắng được xe oto. Phòng ở hợp lý hợp khả năng và công năng sử dụng, điện nước okay, phục vụ buffe nhiệt tình 9/10 do phòng tôi đặt cửa phòng ngủ hư lẫy giữ cửa nên hơi bất tiện còn lại ổn áp",agoda,"khách_sạn ở vị_trí cơ_bản thuận_lợi , nếu có oto thì buổi sáng trời hơi nắng nên đậu sát đầu xe vào cửa trước khách_sạn để đỡ nắng , buổi chiều có bóng của khách_sạn nên che nắng được xe oto . phòng ở hợp_lý hợp khả_năng và công_năng sử_dụng , điện nước okay , phục_vụ buffe nhiệt_tình 9 / 10 do phòng tôi đặt cửa phòng ngủ hư lẫy giữ cửa nên hơi bất_tiện còn lại ổn_áp",positive
"Khách sạn giá cả tốt. Dịch vụ tốt, nhân viên thân thiện. Phòng ở sạch và tiện nghi vừa đủ. Vị trí trung tâm giữa sân bay, gần Cầu Rồng, gần sang biển Mỹ Khê. Xung quanh nhiều hàng ăn, cafe vui chơi rất tiện lợi. Tôi đã ở nhiều lần tại đây",agoda,"khách_sạn giá_cả tốt . dịch_vụ tốt , nhân_viên thân_thiện . phòng ở sạch và tiện_nghi vừa đủ . vị_trí trung_tâm giữa sân_bay , gần cầu rồng , gần sang biển mỹ_khê . xung_quanh nhiều hàng ăn , cafe vui_chơi rất tiện_lợi . tôi đã ở nhiều lần tại đây",positive
"Giá siêu rẻ mà chất lượng thì rất xịn ạ, phòng sạch sẽ đầy đủ tiện nghi, đặc biệt view thành phố siêu đẹp. Đồ ăn buffet rất ngon, nhân viên ai cũng tận tình và chu đáo. Nhóm mình đã có trải nghiệm rất hài lòng ở Lavender, nếu có cơ hội quay trở lại ĐN nhất định sẽ tiếp tục ở Lavender",agoda,"giá siêu rẻ mà chất_lượng thì rất xịn ạ , phòng sạch_sẽ đầy_đủ tiện_nghi , đặc_biệt view thành_phố siêu đẹp . đồ ăn buffet rất ngon , nhân_viên ai cũng tận_tình và chu_đáo . nhóm mình đã có trải nghiệm rất hài_lòng ở lavender , nếu có cơ_hội quay trở_lại đn nhất_định sẽ tiếp_tục ở lavender",positive
"Phòng sạch sẽ, tiện nghi, giá rẻ. Hợp túi tiền.
Món ăn buffet chưa đa dạng, chắc do mình ở 3 đêm liên tiếp. 
Tuy nhiên tổng quan oke.",agoda,"phòng sạch_sẽ , tiện_nghi , giá rẻ . hợp túi_tiền . món ăn buffet chưa đa_dạng , chắc do mình ở 3 đêm liên_tiếp . tuy_nhiên tổng_quan oke .",positive
"Ks sạch sẽ , thoải mái , nhân viên siêu nhiệt tình . Bữa sáng ko quá nhiều món nhưng bé nhà mình ăn dc nên rất ok.",agoda,"khách_sạn sạch_sẽ , thoải_mái , nhân_viên siêu nhiệt_tình . bữa sáng không quá nhiều món nhưng bé nhà mình ăn được nên rất ok .",positive
"Check 24h linh hoạt,  nhận phòng sớm sẽ mất phí tương ứng. Phòng sạch sẽ, thoải mái, tiện nghi vừa đủ dùng. Nhân viên thân thiện, hỗ trợ nhiệt tình. Buffet sáng ngon, phù hợp với mình trong chuyến công tác. Rất đáng trải nghiệm.",agoda,"check 24h linh_hoạt , nhận phòng sớm sẽ mất phí tương_ứng . phòng sạch_sẽ , thoải_mái , tiện_nghi vừa đủ dùng . nhân_viên thân_thiện , hỗ_trợ nhiệt_tình . buffet sáng ngon , phù_hợp với mình trong chuyến công_tác . rất đáng trải nghiệm .",positive
